CustomerKey,RegionKey,HomeCountry,MacroRegion,Segment,AcquisitionChannel,JoinDate,TenureBucket,IsLoyaltyMember
24025,3,Germany,EMEA,Casual Fan,App Store,2025-08-16,0-6 months,1
24026,4,United States,Americas,Casual Fan,Organic Search,2022-03-06,2+ years,0
24027,8,Australia,APAC,Collector,Direct,2024-09-01,1-2 years,1
24028,1,United Kingdom,EMEA,Hardcore Fan,Direct,2024-02-19,1-2 years,0
24029,2,Spain,EMEA,Casual Fan,Direct,2021-08-20,2+ years,0
24030,8,Australia,APAC,Casual Fan,App Store,2025-06-19,6-12 months,1
24031,8,Australia,APAC,Casual Fan,Paid Social,2023-11-13,2+ years,0
24032,1,United Kingdom,EMEA,Casual Fan,Paid Social,2025-07-09,0-6 months,1
24033,1,United Kingdom,EMEA,Hardcore Fan,Email,2022-04-07,2+ years,1
24034,3,Germany,EMEA,Casual Fan,Paid Social,2025-08-18,0-6 months,0
24035,1,United Kingdom,EMEA,Casual Fan,Paid Social,2025-08-26,0-6 months,0
24036,5,Brazil,Americas,Casual Fan,Paid Social,2022-08-12,2+ years,0
24037,1,United Kingdom,EMEA,Hardcore Fan,Direct,2023-08-09,2+ years,1
24038,1,United Kingdom,EMEA,Hardcore Fan,Direct,2024-08-08,1-2 years,1
24039,4,United States,Americas,Casual Fan,Organic Search,2022-12-29,2+ years,0
24040,8,Australia,APAC,Hardcore Fan,Influencer,2022-09-01,2+ years,0
24041,3,Germany,EMEA,Hardcore Fan,Paid Social,2023-05-31,2+ years,0
24042,2,Spain,EMEA,Casual Fan,Organic Search,2021-07-18,2+ years,1
24043,8,Australia,APAC,Collector,Email,2021-05-17,2+ years,0
24044,4,United States,Americas,Casual Fan,Direct,2024-10-25,1-2 years,0
24045,3,Germany,EMEA,Collector,Direct,2021-01-21,2+ years,1
24046,3,Germany,EMEA,Casual Fan,Direct,2021-06-09,2+ years,1
24047,1,United Kingdom,EMEA,Casual Fan,App Store,2021-11-18,2+ years,0
24048,4,United States,Americas,Casual Fan,Organic Search,2021-10-27,2+ years,0
24049,3,Germany,EMEA,Casual Fan,App Store,2022-09-25,2+ years,1
24050,2,Spain,EMEA,Collector,Direct,2025-02-05,6-12 months,0
24051,1,United Kingdom,EMEA,Casual Fan,App Store,2022-12-06,2+ years,1
24052,2,Spain,EMEA,Hardcore Fan,Paid Social,2022-04-04,2+ years,1
24053,4,United States,Americas,Hardcore Fan,Organic Search,2024-09-21,1-2 years,1
24054,1,United Kingdom,EMEA,Casual Fan,App Store,2022-12-28,2+ years,0
24055,1,United Kingdom,EMEA,Collector,Email,2022-10-17,2+ years,1
24056,8,Australia,APAC,Casual Fan,Paid Social,2022-10-29,2+ years,0
24057,4,United States,Americas,Collector,Influencer,2021-01-16,2+ years,1
24058,1,United Kingdom,EMEA,Hardcore Fan,Email,2021-10-29,2+ years,0
24059,5,Brazil,Americas,Hardcore Fan,Direct,2025-02-13,6-12 months,1
24060,1,United Kingdom,EMEA,Casual Fan,Organic Search,2024-10-14,1-2 years,0
24061,5,Brazil,Americas,Hardcore Fan,Direct,2025-10-02,0-6 months,1
24062,6,Mexico,Americas,Casual Fan,Direct,2023-08-02,2+ years,0
24063,5,Brazil,Americas,Casual Fan,Organic Search,2025-05-20,6-12 months,0
24064,5,Brazil,Americas,Casual Fan,Direct,2021-01-19,2+ years,1
24065,1,United Kingdom,EMEA,Casual Fan,Organic Search,2022-08-25,2+ years,1
24066,5,Brazil,Americas,Casual Fan,Organic Search,2025-04-22,6-12 months,0
24067,1,United Kingdom,EMEA,Collector,Direct,2025-09-18,0-6 months,1
24068,2,Spain,EMEA,Hardcore Fan,App Store,2025-01-02,6-12 months,0
24069,8,Australia,APAC,Hardcore Fan,Email,2021-11-05,2+ years,1
24070,4,United States,Americas,Hardcore Fan,Organic Search,2021-02-16,2+ years,0
24071,8,Australia,APAC,Hardcore Fan,Direct,2021-05-11,2+ years,0
24072,1,United Kingdom,EMEA,Casual Fan,Direct,2021-03-29,2+ years,0
24073,3,Germany,EMEA,Hardcore Fan,App Store,2021-12-08,2+ years,1
24074,1,United Kingdom,EMEA,Collector,Organic Search,2021-03-03,2+ years,1
24075,5,Brazil,Americas,Casual Fan,Influencer,2021-05-09,2+ years,0
24076,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2021-02-08,2+ years,0
24077,1,United Kingdom,EMEA,Hardcore Fan,App Store,2024-03-30,1-2 years,1
24078,2,Spain,EMEA,Casual Fan,Influencer,2023-03-02,2+ years,1
24079,6,Mexico,Americas,Collector,Email,2025-08-25,0-6 months,1
24080,1,United Kingdom,EMEA,Casual Fan,Organic Search,2023-12-09,2+ years,0
24081,7,Japan,APAC,Casual Fan,Direct,2022-09-29,2+ years,1
24082,1,United Kingdom,EMEA,Collector,Email,2023-08-03,2+ years,1
24083,1,United Kingdom,EMEA,Hardcore Fan,Influencer,2023-01-09,2+ years,0
24084,3,Germany,EMEA,Casual Fan,Direct,2024-08-21,1-2 years,0
24085,8,Australia,APAC,Casual Fan,Direct,2022-01-29,2+ years,1
24086,1,United Kingdom,EMEA,Collector,Organic Search,2021-12-18,2+ years,1
24087,1,United Kingdom,EMEA,Casual Fan,Email,2023-04-14,2+ years,0
24088,6,Mexico,Americas,Casual Fan,Email,2021-03-12,2+ years,0
24089,2,Spain,EMEA,Casual Fan,Influencer,2023-09-11,2+ years,0
24090,5,Brazil,Americas,Collector,Email,2025-11-18,0-6 months,1
24091,2,Spain,EMEA,Hardcore Fan,App Store,2025-01-23,6-12 months,0
24092,3,Germany,EMEA,Hardcore Fan,Paid Social,2021-02-08,2+ years,1
24093,2,Spain,EMEA,Hardcore Fan,App Store,2023-07-27,2+ years,1
24094,3,Germany,EMEA,Collector,Organic Search,2024-01-29,1-2 years,1
24095,6,Mexico,Americas,Collector,Email,2025-02-07,6-12 months,0
24096,6,Mexico,Americas,Hardcore Fan,Direct,2022-05-28,2+ years,0
24097,4,United States,Americas,Hardcore Fan,Email,2025-09-06,0-6 months,1
24098,7,Japan,APAC,Casual Fan,Email,2022-11-07,2+ years,1
24099,2,Spain,EMEA,Casual Fan,Influencer,2023-09-14,2+ years,0
24100,2,Spain,EMEA,Hardcore Fan,Organic Search,2022-11-15,2+ years,1
24101,4,United States,Americas,Hardcore Fan,App Store,2025-04-16,6-12 months,0
24102,5,Brazil,Americas,Collector,Email,2024-01-26,1-2 years,1
24103,1,United Kingdom,EMEA,Casual Fan,Direct,2022-09-14,2+ years,0
24104,4,United States,Americas,Hardcore Fan,Email,2022-11-29,2+ years,0
24105,3,Germany,EMEA,Hardcore Fan,Direct,2023-09-19,2+ years,0
24106,6,Mexico,Americas,Hardcore Fan,Direct,2024-11-12,1-2 years,1
24107,6,Mexico,Americas,Casual Fan,Email,2022-05-27,2+ years,0
24108,4,United States,Americas,Hardcore Fan,Organic Search,2023-12-13,2+ years,1
24109,1,United Kingdom,EMEA,Casual Fan,Paid Social,2022-04-18,2+ years,0
24110,5,Brazil,Americas,Hardcore Fan,Influencer,2025-06-27,6-12 months,1
24111,6,Mexico,Americas,Hardcore Fan,Direct,2021-07-04,2+ years,1
24112,2,Spain,EMEA,Casual Fan,Direct,2021-07-20,2+ years,0
24113,3,Germany,EMEA,Hardcore Fan,App Store,2021-03-19,2+ years,0
24114,8,Australia,APAC,Collector,Email,2021-09-05,2+ years,1
24115,2,Spain,EMEA,Casual Fan,Paid Social,2024-12-28,1-2 years,1
24116,2,Spain,EMEA,Hardcore Fan,Organic Search,2023-02-12,2+ years,1
24117,2,Spain,EMEA,Casual Fan,Paid Social,2023-03-31,2+ years,1
24118,4,United States,Americas,Hardcore Fan,Email,2023-07-02,2+ years,1
24119,8,Australia,APAC,Casual Fan,Organic Search,2021-02-01,2+ years,0
24120,4,United States,Americas,Casual Fan,Organic Search,2025-07-28,0-6 months,0
24121,2,Spain,EMEA,Hardcore Fan,Email,2022-03-29,2+ years,1
24122,5,Brazil,Americas,Casual Fan,Paid Social,2025-06-17,6-12 months,0
24123,5,Brazil,Americas,Casual Fan,Influencer,2025-03-10,6-12 months,0
24124,4,United States,Americas,Collector,Organic Search,2022-01-16,2+ years,1
24125,1,United Kingdom,EMEA,Hardcore Fan,Influencer,2023-08-15,2+ years,0
24126,5,Brazil,Americas,Hardcore Fan,Organic Search,2024-11-18,1-2 years,1
24127,3,Germany,EMEA,Hardcore Fan,App Store,2022-02-11,2+ years,0
24128,1,United Kingdom,EMEA,Collector,Paid Social,2023-05-31,2+ years,1
24129,4,United States,Americas,Casual Fan,Email,2024-04-19,1-2 years,1
24130,8,Australia,APAC,Casual Fan,Paid Social,2021-11-13,2+ years,1
24131,2,Spain,EMEA,Casual Fan,Email,2022-10-21,2+ years,0
24132,8,Australia,APAC,Hardcore Fan,Paid Social,2025-07-26,0-6 months,0
24133,1,United Kingdom,EMEA,Casual Fan,Paid Social,2023-07-31,2+ years,1
24134,5,Brazil,Americas,Hardcore Fan,App Store,2022-11-03,2+ years,0
24135,1,United Kingdom,EMEA,Casual Fan,Direct,2024-08-18,1-2 years,0
24136,2,Spain,EMEA,Hardcore Fan,Paid Social,2022-07-28,2+ years,0
24137,4,United States,Americas,Hardcore Fan,App Store,2023-05-10,2+ years,0
24138,4,United States,Americas,Casual Fan,Organic Search,2024-08-26,1-2 years,1
24139,6,Mexico,Americas,Casual Fan,Direct,2022-12-28,2+ years,1
24140,4,United States,Americas,Hardcore Fan,Direct,2023-03-03,2+ years,1
24141,4,United States,Americas,Hardcore Fan,Paid Social,2025-05-21,6-12 months,1
24142,7,Japan,APAC,Hardcore Fan,Email,2022-06-14,2+ years,0
24143,3,Germany,EMEA,Casual Fan,Paid Social,2023-01-23,2+ years,0
24144,2,Spain,EMEA,Collector,Direct,2025-06-20,6-12 months,1
24145,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2022-07-14,2+ years,1
24146,3,Germany,EMEA,Casual Fan,App Store,2022-07-14,2+ years,1
24147,5,Brazil,Americas,Casual Fan,Organic Search,2023-04-10,2+ years,0
24148,1,United Kingdom,EMEA,Hardcore Fan,Email,2024-06-17,1-2 years,0
24149,1,United Kingdom,EMEA,Casual Fan,Paid Social,2021-08-10,2+ years,1
24150,1,United Kingdom,EMEA,Collector,Paid Social,2023-01-12,2+ years,1
24151,4,United States,Americas,Hardcore Fan,App Store,2025-08-18,0-6 months,1
24152,2,Spain,EMEA,Casual Fan,Paid Social,2025-05-17,6-12 months,0
24153,1,United Kingdom,EMEA,Collector,Organic Search,2024-01-31,1-2 years,0
24154,4,United States,Americas,Casual Fan,Paid Social,2022-01-16,2+ years,0
24155,6,Mexico,Americas,Casual Fan,Paid Social,2021-12-24,2+ years,0
24156,2,Spain,EMEA,Hardcore Fan,Email,2024-09-19,1-2 years,1
24157,4,United States,Americas,Hardcore Fan,App Store,2023-04-13,2+ years,1
24158,1,United Kingdom,EMEA,Casual Fan,Direct,2024-08-24,1-2 years,0
24159,7,Japan,APAC,Casual Fan,App Store,2021-01-01,2+ years,1
24160,2,Spain,EMEA,Casual Fan,Paid Social,2023-08-04,2+ years,0
24161,8,Australia,APAC,Hardcore Fan,Organic Search,2022-07-06,2+ years,0
24162,8,Australia,APAC,Hardcore Fan,Paid Social,2022-08-07,2+ years,1
24163,6,Mexico,Americas,Hardcore Fan,Direct,2021-05-25,2+ years,0
24164,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2023-10-22,2+ years,0
24165,4,United States,Americas,Casual Fan,Paid Social,2022-08-13,2+ years,0
24166,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2022-05-06,2+ years,1
24167,7,Japan,APAC,Casual Fan,Organic Search,2022-05-07,2+ years,1
24168,6,Mexico,Americas,Casual Fan,Direct,2022-12-18,2+ years,0
24169,8,Australia,APAC,Hardcore Fan,Email,2023-07-15,2+ years,1
24170,4,United States,Americas,Casual Fan,Organic Search,2025-10-07,0-6 months,0
24171,4,United States,Americas,Casual Fan,App Store,2023-04-15,2+ years,1
24172,4,United States,Americas,Casual Fan,Direct,2025-03-07,6-12 months,1
24173,3,Germany,EMEA,Casual Fan,Organic Search,2025-04-07,6-12 months,0
24174,3,Germany,EMEA,Casual Fan,Organic Search,2023-04-04,2+ years,0
24175,5,Brazil,Americas,Casual Fan,Email,2022-01-17,2+ years,0
24176,7,Japan,APAC,Casual Fan,Paid Social,2023-06-29,2+ years,1
24177,4,United States,Americas,Casual Fan,Paid Social,2024-06-09,1-2 years,1
24178,7,Japan,APAC,Casual Fan,Email,2025-04-30,6-12 months,0
24179,7,Japan,APAC,Casual Fan,Email,2021-10-16,2+ years,1
24180,4,United States,Americas,Hardcore Fan,Paid Social,2024-11-20,1-2 years,1
24181,2,Spain,EMEA,Casual Fan,Influencer,2023-07-09,2+ years,0
24182,5,Brazil,Americas,Hardcore Fan,Email,2025-09-29,0-6 months,1
24183,3,Germany,EMEA,Casual Fan,Email,2023-08-11,2+ years,0
24184,1,United Kingdom,EMEA,Casual Fan,Direct,2023-06-24,2+ years,0
24185,3,Germany,EMEA,Casual Fan,Direct,2024-02-28,1-2 years,1
24186,8,Australia,APAC,Casual Fan,Paid Social,2024-08-31,1-2 years,1
24187,1,United Kingdom,EMEA,Casual Fan,Email,2025-03-14,6-12 months,1
24188,5,Brazil,Americas,Casual Fan,Email,2023-05-13,2+ years,1
24189,7,Japan,APAC,Casual Fan,App Store,2025-11-09,0-6 months,0
24190,5,Brazil,Americas,Hardcore Fan,Email,2023-03-08,2+ years,0
24191,4,United States,Americas,Casual Fan,Email,2025-10-23,0-6 months,0
24192,5,Brazil,Americas,Casual Fan,Direct,2022-05-17,2+ years,1
24193,3,Germany,EMEA,Hardcore Fan,Direct,2023-04-03,2+ years,0
24194,1,United Kingdom,EMEA,Casual Fan,Organic Search,2023-05-12,2+ years,0
24195,8,Australia,APAC,Casual Fan,Direct,2021-05-30,2+ years,0
24196,3,Germany,EMEA,Casual Fan,Organic Search,2025-10-15,0-6 months,0
24197,5,Brazil,Americas,Casual Fan,App Store,2022-09-09,2+ years,1
24198,4,United States,Americas,Casual Fan,Paid Social,2022-11-20,2+ years,1
24199,1,United Kingdom,EMEA,Collector,Email,2022-01-31,2+ years,1
24200,8,Australia,APAC,Hardcore Fan,Organic Search,2025-10-01,0-6 months,0
24201,6,Mexico,Americas,Casual Fan,App Store,2021-08-05,2+ years,1
24202,1,United Kingdom,EMEA,Casual Fan,Paid Social,2022-04-26,2+ years,0
24203,8,Australia,APAC,Casual Fan,Paid Social,2025-04-01,6-12 months,0
24204,5,Brazil,Americas,Casual Fan,Direct,2021-06-17,2+ years,0
24205,3,Germany,EMEA,Hardcore Fan,Organic Search,2024-04-11,1-2 years,1
24206,4,United States,Americas,Casual Fan,App Store,2022-07-30,2+ years,0
24207,1,United Kingdom,EMEA,Casual Fan,Email,2025-09-23,0-6 months,0
24208,4,United States,Americas,Casual Fan,Influencer,2025-09-11,0-6 months,0
24209,1,United Kingdom,EMEA,Collector,App Store,2021-08-25,2+ years,1
24210,4,United States,Americas,Casual Fan,Organic Search,2023-10-31,2+ years,1
24211,4,United States,Americas,Collector,Email,2021-03-17,2+ years,0
24212,7,Japan,APAC,Hardcore Fan,App Store,2024-05-22,1-2 years,1
24213,5,Brazil,Americas,Casual Fan,Direct,2024-02-19,1-2 years,0
24214,2,Spain,EMEA,Casual Fan,Direct,2023-08-25,2+ years,0
24215,7,Japan,APAC,Casual Fan,Email,2024-04-11,1-2 years,1
24216,4,United States,Americas,Casual Fan,App Store,2023-05-03,2+ years,0
24217,4,United States,Americas,Hardcore Fan,Organic Search,2025-05-11,6-12 months,0
24218,1,United Kingdom,EMEA,Hardcore Fan,App Store,2024-06-07,1-2 years,0
24219,7,Japan,APAC,Casual Fan,Direct,2023-09-09,2+ years,0
24220,7,Japan,APAC,Casual Fan,Email,2025-05-28,6-12 months,0
24221,6,Mexico,Americas,Hardcore Fan,Direct,2025-10-14,0-6 months,0
24222,8,Australia,APAC,Collector,Influencer,2021-01-13,2+ years,0
24223,2,Spain,EMEA,Collector,Organic Search,2021-03-05,2+ years,0
24224,7,Japan,APAC,Casual Fan,Paid Social,2025-07-09,0-6 months,0
24225,4,United States,Americas,Casual Fan,Paid Social,2022-12-29,2+ years,0
24226,1,United Kingdom,EMEA,Casual Fan,Paid Social,2022-11-01,2+ years,0
24227,5,Brazil,Americas,Casual Fan,Direct,2023-09-28,2+ years,0
24228,5,Brazil,Americas,Hardcore Fan,App Store,2025-07-08,0-6 months,0
24229,2,Spain,EMEA,Casual Fan,Paid Social,2022-07-20,2+ years,0
24230,1,United Kingdom,EMEA,Hardcore Fan,Email,2023-04-05,2+ years,1
24231,1,United Kingdom,EMEA,Hardcore Fan,App Store,2022-06-14,2+ years,0
24232,3,Germany,EMEA,Casual Fan,Direct,2025-04-10,6-12 months,0
24233,1,United Kingdom,EMEA,Collector,Email,2022-11-24,2+ years,0
24234,1,United Kingdom,EMEA,Casual Fan,Organic Search,2023-02-27,2+ years,1
24235,3,Germany,EMEA,Casual Fan,Paid Social,2025-03-27,6-12 months,0
24236,8,Australia,APAC,Hardcore Fan,Paid Social,2025-08-31,0-6 months,1
24237,6,Mexico,Americas,Collector,Direct,2022-04-27,2+ years,1
24238,2,Spain,EMEA,Hardcore Fan,Organic Search,2025-06-14,6-12 months,1
24239,8,Australia,APAC,Hardcore Fan,Email,2021-03-28,2+ years,1
24240,5,Brazil,Americas,Hardcore Fan,Email,2025-03-01,6-12 months,1
24241,3,Germany,EMEA,Casual Fan,Organic Search,2024-12-20,1-2 years,1
24242,3,Germany,EMEA,Hardcore Fan,App Store,2022-11-18,2+ years,1
24243,3,Germany,EMEA,Casual Fan,Direct,2023-12-16,2+ years,0
24244,2,Spain,EMEA,Casual Fan,Direct,2023-03-12,2+ years,0
24245,3,Germany,EMEA,Hardcore Fan,Email,2022-12-30,2+ years,1
24246,4,United States,Americas,Hardcore Fan,Influencer,2022-09-02,2+ years,1
24247,4,United States,Americas,Casual Fan,App Store,2023-03-05,2+ years,0
24248,6,Mexico,Americas,Casual Fan,Organic Search,2024-09-10,1-2 years,1
24249,2,Spain,EMEA,Collector,Email,2025-04-14,6-12 months,0
24250,5,Brazil,Americas,Casual Fan,Direct,2025-02-10,6-12 months,0
24251,4,United States,Americas,Collector,Influencer,2023-05-27,2+ years,1
24252,8,Australia,APAC,Hardcore Fan,Influencer,2021-11-12,2+ years,1
24253,3,Germany,EMEA,Hardcore Fan,App Store,2023-07-22,2+ years,0
24254,7,Japan,APAC,Casual Fan,Direct,2025-03-05,6-12 months,1
24255,7,Japan,APAC,Casual Fan,Organic Search,2025-08-16,0-6 months,0
24256,5,Brazil,Americas,Casual Fan,Organic Search,2021-04-17,2+ years,1
24257,5,Brazil,Americas,Hardcore Fan,App Store,2023-08-28,2+ years,1
24258,1,United Kingdom,EMEA,Casual Fan,Organic Search,2025-09-04,0-6 months,1
24259,8,Australia,APAC,Hardcore Fan,Paid Social,2022-02-22,2+ years,1
24260,1,United Kingdom,EMEA,Hardcore Fan,Email,2021-05-01,2+ years,1
24261,4,United States,Americas,Casual Fan,Paid Social,2021-01-12,2+ years,1
24262,2,Spain,EMEA,Hardcore Fan,Direct,2021-12-15,2+ years,1
24263,3,Germany,EMEA,Casual Fan,Influencer,2022-07-05,2+ years,0
24264,4,United States,Americas,Casual Fan,App Store,2024-03-16,1-2 years,0
24265,7,Japan,APAC,Casual Fan,App Store,2025-08-10,0-6 months,1
24266,3,Germany,EMEA,Casual Fan,Email,2021-01-29,2+ years,0
24267,8,Australia,APAC,Hardcore Fan,App Store,2025-09-26,0-6 months,1
24268,4,United States,Americas,Hardcore Fan,Email,2022-08-25,2+ years,1
24269,1,United Kingdom,EMEA,Hardcore Fan,Influencer,2022-05-08,2+ years,1
24270,1,United Kingdom,EMEA,Hardcore Fan,Influencer,2024-10-12,1-2 years,1
24271,5,Brazil,Americas,Hardcore Fan,Paid Social,2023-05-30,2+ years,0
24272,1,United Kingdom,EMEA,Hardcore Fan,Direct,2023-01-25,2+ years,0
24273,4,United States,Americas,Hardcore Fan,App Store,2024-06-03,1-2 years,0
24274,1,United Kingdom,EMEA,Casual Fan,Email,2025-10-24,0-6 months,0
24275,3,Germany,EMEA,Hardcore Fan,Email,2024-09-17,1-2 years,1
24276,6,Mexico,Americas,Hardcore Fan,Direct,2025-04-05,6-12 months,1
24277,3,Germany,EMEA,Casual Fan,App Store,2023-05-15,2+ years,1
24278,1,United Kingdom,EMEA,Casual Fan,Email,2025-12-06,0-6 months,1
24279,2,Spain,EMEA,Hardcore Fan,Organic Search,2022-05-29,2+ years,0
24280,3,Germany,EMEA,Hardcore Fan,Organic Search,2024-03-25,1-2 years,1
24281,1,United Kingdom,EMEA,Casual Fan,App Store,2022-06-30,2+ years,0
24282,4,United States,Americas,Casual Fan,Paid Social,2021-10-04,2+ years,0
24283,4,United States,Americas,Casual Fan,Direct,2024-09-24,1-2 years,1
24284,1,United Kingdom,EMEA,Casual Fan,Email,2022-12-19,2+ years,1
24285,3,Germany,EMEA,Casual Fan,Organic Search,2021-12-03,2+ years,0
24286,3,Germany,EMEA,Casual Fan,Paid Social,2022-03-16,2+ years,0
24287,2,Spain,EMEA,Casual Fan,Email,2024-11-13,1-2 years,1
24288,4,United States,Americas,Casual Fan,Paid Social,2024-09-26,1-2 years,1
24289,2,Spain,EMEA,Hardcore Fan,App Store,2023-03-01,2+ years,0
24290,3,Germany,EMEA,Casual Fan,App Store,2022-11-30,2+ years,0
24291,6,Mexico,Americas,Hardcore Fan,Paid Social,2023-07-25,2+ years,0
24292,1,United Kingdom,EMEA,Casual Fan,App Store,2024-01-13,1-2 years,1
24293,4,United States,Americas,Hardcore Fan,App Store,2023-09-15,2+ years,0
24294,4,United States,Americas,Casual Fan,App Store,2024-04-29,1-2 years,1
24295,2,Spain,EMEA,Casual Fan,Direct,2023-07-17,2+ years,0
24296,5,Brazil,Americas,Collector,Email,2021-10-28,2+ years,1
24297,4,United States,Americas,Hardcore Fan,Email,2024-09-24,1-2 years,1
24298,3,Germany,EMEA,Hardcore Fan,Organic Search,2023-01-02,2+ years,1
24299,5,Brazil,Americas,Casual Fan,Organic Search,2022-04-16,2+ years,0
24300,6,Mexico,Americas,Casual Fan,Direct,2023-11-23,2+ years,0
24301,8,Australia,APAC,Casual Fan,Organic Search,2022-04-11,2+ years,0
24302,5,Brazil,Americas,Casual Fan,Organic Search,2021-10-18,2+ years,1
24303,7,Japan,APAC,Casual Fan,Influencer,2021-10-29,2+ years,1
24304,1,United Kingdom,EMEA,Casual Fan,Email,2022-10-01,2+ years,0
24305,4,United States,Americas,Casual Fan,Email,2022-04-30,2+ years,1
24306,2,Spain,EMEA,Hardcore Fan,Paid Social,2023-05-24,2+ years,0
24307,1,United Kingdom,EMEA,Hardcore Fan,Influencer,2022-11-07,2+ years,1
24308,4,United States,Americas,Casual Fan,Influencer,2021-12-30,2+ years,1
24309,6,Mexico,Americas,Collector,Email,2022-12-03,2+ years,0
24310,3,Germany,EMEA,Hardcore Fan,Direct,2024-01-12,1-2 years,0
24311,5,Brazil,Americas,Casual Fan,Paid Social,2025-10-20,0-6 months,0
24312,4,United States,Americas,Casual Fan,Organic Search,2023-05-18,2+ years,0
24313,3,Germany,EMEA,Casual Fan,Paid Social,2021-12-29,2+ years,0
24314,2,Spain,EMEA,Hardcore Fan,Influencer,2021-01-26,2+ years,1
24315,3,Germany,EMEA,Casual Fan,App Store,2022-10-09,2+ years,0
24316,2,Spain,EMEA,Casual Fan,Email,2021-12-09,2+ years,0
24317,5,Brazil,Americas,Casual Fan,App Store,2025-07-27,0-6 months,1
24318,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2022-01-08,2+ years,0
24319,1,United Kingdom,EMEA,Casual Fan,Email,2022-12-28,2+ years,0
24320,5,Brazil,Americas,Casual Fan,Paid Social,2023-07-17,2+ years,0
24321,4,United States,Americas,Casual Fan,Paid Social,2023-04-27,2+ years,0
24322,3,Germany,EMEA,Casual Fan,Email,2022-04-20,2+ years,1
24323,1,United Kingdom,EMEA,Casual Fan,Paid Social,2024-01-10,1-2 years,1
24324,3,Germany,EMEA,Casual Fan,Organic Search,2021-12-06,2+ years,0
24325,6,Mexico,Americas,Casual Fan,Email,2023-08-11,2+ years,1
24326,7,Japan,APAC,Casual Fan,Direct,2025-10-10,0-6 months,0
24327,5,Brazil,Americas,Casual Fan,Direct,2025-07-06,0-6 months,1
24328,1,United Kingdom,EMEA,Casual Fan,Influencer,2025-02-22,6-12 months,1
24329,5,Brazil,Americas,Casual Fan,Email,2024-02-21,1-2 years,0
24330,2,Spain,EMEA,Casual Fan,Paid Social,2022-03-22,2+ years,1
24331,2,Spain,EMEA,Casual Fan,Paid Social,2023-07-13,2+ years,1
24332,1,United Kingdom,EMEA,Casual Fan,Email,2023-06-12,2+ years,1
24333,6,Mexico,Americas,Casual Fan,Paid Social,2023-01-05,2+ years,1
24334,5,Brazil,Americas,Collector,Email,2021-05-02,2+ years,1
24335,4,United States,Americas,Hardcore Fan,Organic Search,2021-03-21,2+ years,0
24336,5,Brazil,Americas,Casual Fan,Email,2025-07-22,0-6 months,1
24337,2,Spain,EMEA,Casual Fan,Direct,2021-11-30,2+ years,0
24338,3,Germany,EMEA,Collector,Paid Social,2023-10-04,2+ years,0
24339,5,Brazil,Americas,Casual Fan,App Store,2021-03-15,2+ years,0
24340,5,Brazil,Americas,Hardcore Fan,Organic Search,2025-01-13,6-12 months,1
24341,6,Mexico,Americas,Hardcore Fan,Influencer,2023-01-07,2+ years,1
24342,2,Spain,EMEA,Collector,Direct,2024-08-13,1-2 years,1
24343,6,Mexico,Americas,Casual Fan,Email,2021-03-27,2+ years,0
24344,3,Germany,EMEA,Casual Fan,Organic Search,2023-04-14,2+ years,0
24345,5,Brazil,Americas,Casual Fan,Organic Search,2025-09-24,0-6 months,1
24346,3,Germany,EMEA,Hardcore Fan,Email,2023-02-14,2+ years,0
24347,8,Australia,APAC,Casual Fan,App Store,2022-05-15,2+ years,0
24348,1,United Kingdom,EMEA,Casual Fan,Email,2021-05-03,2+ years,0
24349,5,Brazil,Americas,Casual Fan,Influencer,2022-10-01,2+ years,0
24350,4,United States,Americas,Hardcore Fan,Organic Search,2024-12-23,1-2 years,1
24351,1,United Kingdom,EMEA,Casual Fan,Influencer,2025-04-15,6-12 months,0
24352,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2021-06-16,2+ years,1
24353,6,Mexico,Americas,Hardcore Fan,Organic Search,2025-08-10,0-6 months,0
24354,1,United Kingdom,EMEA,Casual Fan,Email,2025-11-25,0-6 months,0
24355,1,United Kingdom,EMEA,Casual Fan,Email,2022-03-07,2+ years,0
24356,8,Australia,APAC,Hardcore Fan,Direct,2021-02-07,2+ years,1
24357,5,Brazil,Americas,Casual Fan,Email,2022-02-05,2+ years,0
24358,2,Spain,EMEA,Hardcore Fan,Email,2025-06-25,6-12 months,1
24359,4,United States,Americas,Hardcore Fan,Direct,2023-08-28,2+ years,1
24360,4,United States,Americas,Hardcore Fan,Direct,2022-08-14,2+ years,1
24361,7,Japan,APAC,Hardcore Fan,Email,2023-08-23,2+ years,1
24362,5,Brazil,Americas,Casual Fan,Influencer,2023-01-24,2+ years,0
24363,7,Japan,APAC,Hardcore Fan,Paid Social,2021-04-12,2+ years,1
24364,2,Spain,EMEA,Casual Fan,App Store,2025-02-23,6-12 months,0
24365,5,Brazil,Americas,Casual Fan,Organic Search,2023-02-11,2+ years,0
24366,1,United Kingdom,EMEA,Casual Fan,Direct,2025-08-26,0-6 months,1
24367,1,United Kingdom,EMEA,Collector,App Store,2022-04-10,2+ years,1
24368,5,Brazil,Americas,Collector,Organic Search,2025-06-09,6-12 months,1
